current_npc_index	current_npc_name	old_map	old_xy	original_identity	original_map	original_xy	hero_kill_map	hero_kill_xy	match_method	map_relation	confidence	walkable	overlap_with	apply_status	auto_placement_rule	auto_placement_basis	auto_placement_candidates	target_reason	topology_anchors	identity_source	warnings	non_position_fields_untouched	historical_audit
288	功能NPC	1	"{""x"": 400, ""y"": 119}"		1	"{""x"": 400, ""y"": 119}"	1	"{""x"": 177, ""y"": 296}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 177, ""y"": 296, ""score"": 0.35, ""anchor"": {""x"": 177, ""y"": 297}, ""separation"": 1}, {""x"": 177, ""y"": 298, ""score"": 0.35, ""anchor"": {""x"": 177, ""y"": 297}, ""separation"": 1}, {""x"": 178, ""y"": 297, ""score"": 0.35, ""anchor"": {""x"": 177, ""y"": 297}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""288"", ""name"": ""功能NPC"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(400,119)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
289	功能NPC	02	"{""x"": 247, ""y"": 191}"		02	"{""x"": 247, ""y"": 191}"	02	"{""x"": 149, ""y"": 152}"	hero-kill-extra	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 149, ""y"": 152, ""score"": -4.8, ""anchor"": {""x"": 150, ""y"": 150}, ""separation"": 99}, {""x"": 150, ""y"": 153, ""score"": -4.8, ""anchor"": {""x"": 150, ""y"": 150}, ""separation"": 97}, {""x"": 250, ""y"": 150, ""score"": -4.55, ""anchor"": {""x"": 250, ""y"": 150}, ""separation"": 7}]"	walkable topology candidate; manual review required	"[{""x"": 265, ""y"": 207}, {""x"": 247, ""y"": 199}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	[]	True	"{""idx"": ""289"", ""name"": ""功能NPC"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""02(247,191)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
290	功能NPC	0	"{""x"": 459, ""y"": 358}"		0	"{""x"": 459, ""y"": 358}"	0	"{""x"": 175, ""y"": 212}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 175, ""y"": 212, ""score"": -4.55, ""anchor"": {""x"": 175, ""y"": 212}, ""separation"": 7}, {""x"": 174, ""y"": 212, ""score"": -4.2, ""anchor"": {""x"": 175, ""y"": 212}, ""separation"": 8}, {""x"": 175, ""y"": 211, ""score"": -4.2, ""anchor"": {""x"": 175, ""y"": 212}, ""separation"": 8}]"	walkable topology candidate; manual review required	"[{""x"": 176, ""y"": 218}, {""x"": 160, ""y"": 233}, {""x"": 175, ""y"": 212}, {""x"": 174, ""y"": 202}, {""x"": 173, ""y"": 156}, {""x"": 173, ""y"": 170}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""290"", ""name"": ""功能NPC"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""0(459,358)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
291	钓鱼系统	1	"{""x"": 396, ""y"": 133}"		1	"{""x"": 396, ""y"": 133}"	1	"{""x"": 177, ""y"": 298}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 177, ""y"": 298, ""score"": 0.35, ""anchor"": {""x"": 177, ""y"": 297}, ""separation"": 1}, {""x"": 178, ""y"": 297, ""score"": 0.35, ""anchor"": {""x"": 177, ""y"": 297}, ""separation"": 1}, {""x"": 378, ""y"": 125, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""291"", ""name"": ""钓鱼系统"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(396,133)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
292	钻石抽奖	1	"{""x"": 391, ""y"": 113}"		1	"{""x"": 391, ""y"": 113}"	1	"{""x"": 178, ""y"": 297}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 178, ""y"": 297, ""score"": 0.35, ""anchor"": {""x"": 177, ""y"": 297}, ""separation"": 1}, {""x"": 378, ""y"": 125, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}, {""x"": 379, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""292"", ""name"": ""钻石抽奖"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(391,113)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
293	天降宝箱	1	"{""x"": 387, ""y"": 117}"		1	"{""x"": 387, ""y"": 117}"	1	"{""x"": 378, ""y"": 125}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 378, ""y"": 125, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}, {""x"": 379, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}, {""x"": 379, ""y"": 126, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""293"", ""name"": ""天降宝箱"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(387,117)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
294	仓库系统	1	"{""x"": 396, ""y"": 116}"		1	"{""x"": 396, ""y"": 116}"	1	"{""x"": 381, ""y"": 198}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 381, ""y"": 198, ""score"": 0.35, ""anchor"": {""x"": 382, ""y"": 198}, ""separation"": 1}, {""x"": 382, ""y"": 140, ""score"": 0.35, ""anchor"": {""x"": 382, ""y"": 141}, ""separation"": 1}, {""x"": 382, ""y"": 142, ""score"": 0.35, ""anchor"": {""x"": 382, ""y"": 141}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 363, ""y"": 176}, {""x"": 382, ""y"": 141}, {""x"": 366, ""y"": 182}, {""x"": 394, ""y"": 116}, {""x"": 387, ""y"": 118}, {""x"": 393, ""y"": 113}, {""x"": 386, ""y"": 119}, {""x"": 382, ""y"": 198}, {""x"": 396, ""y"": 116}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""294"", ""name"": ""仓库系统"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(396,116)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
295	仓库系统	02	"{""x"": 250, ""y"": 189}"		02	"{""x"": 250, ""y"": 189}"	02	"{""x"": 249, ""y"": 190}"	hero-kill-extra	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 249, ""y"": 190, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 250, ""y"": 191, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 251, ""y"": 190, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	[]	True	"{""idx"": ""295"", ""name"": ""仓库系统"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""02(250,189)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
296	仓库系统	0	"{""x"": 467, ""y"": 366}"		0	"{""x"": 467, ""y"": 366}"	0	"{""x"": 441, ""y"": 373}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 441, ""y"": 373, ""score"": 0.35, ""anchor"": {""x"": 441, ""y"": 374}, ""separation"": 1}, {""x"": 441, ""y"": 375, ""score"": 0.35, ""anchor"": {""x"": 441, ""y"": 374}, ""separation"": 1}, {""x"": 442, ""y"": 374, ""score"": 0.35, ""anchor"": {""x"": 441, ""y"": 374}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 414, ""y"": 349}, {""x"": 450, ""y"": 413}, {""x"": 402, ""y"": 356}, {""x"": 470, ""y"": 424}, {""x"": 480, ""y"": 407}, {""x"": 397, ""y"": 363}, {""x"": 446, ""y"": 405}, {""x"": 441, ""y"": 374}, {""x"": 375, ""y"": 304}, {""x"": 478, ""y"": 407}, {""x"": 467, ""y"": 366}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""296"", ""name"": ""仓库系统"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""0(467,366)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
298	买卖商人	1	"{""x"": 394, ""y"": 114}"		1	"{""x"": 394, ""y"": 114}"	1	"{""x"": 379, ""y"": 124}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 379, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}, {""x"": 379, ""y"": 126, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}, {""x"": 380, ""y"": 125, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""298"", ""name"": ""买卖商人"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(394,114)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
299	买卖商人	02	"{""x"": 252, ""y"": 191}"		02	"{""x"": 252, ""y"": 191}"	02	"{""x"": 250, ""y"": 150}"	hero-kill-extra	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 250, ""y"": 150, ""score"": -4.55, ""anchor"": {""x"": 250, ""y"": 150}, ""separation"": 7}, {""x"": 265, ""y"": 207, ""score"": -4.55, ""anchor"": {""x"": 265, ""y"": 207}, ""separation"": 7}, {""x"": 250, ""y"": 151, ""score"": -4.2, ""anchor"": {""x"": 250, ""y"": 150}, ""separation"": 8}]"	walkable topology candidate; manual review required	"[{""x"": 265, ""y"": 207}, {""x"": 247, ""y"": 199}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	[]	True	"{""idx"": ""299"", ""name"": ""买卖商人"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""02(252,191)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
300	买卖商人	0	"{""x"": 465, ""y"": 364}"		0	"{""x"": 465, ""y"": 364}"	0	"{""x"": 173, ""y"": 172}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 173, ""y"": 172, ""score"": 0.05, ""anchor"": {""x"": 173, ""y"": 170}, ""separation"": 3}, {""x"": 159, ""y"": 233, ""score"": 0.35, ""anchor"": {""x"": 160, ""y"": 233}, ""separation"": 1}, {""x"": 160, ""y"": 232, ""score"": 0.35, ""anchor"": {""x"": 160, ""y"": 233}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 176, ""y"": 218}, {""x"": 160, ""y"": 233}, {""x"": 175, ""y"": 212}, {""x"": 174, ""y"": 202}, {""x"": 173, ""y"": 156}, {""x"": 173, ""y"": 170}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""300"", ""name"": ""买卖商人"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""0(465,364)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
302	天下第一战	1	"{""x"": 419, ""y"": 95}"		1	"{""x"": 419, ""y"": 95}"	1	"{""x"": 379, ""y"": 126}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 379, ""y"": 126, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}, {""x"": 380, ""y"": 125, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}, {""x"": 393, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""302"", ""name"": ""天下第一战"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(419,95)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
303	天下第一法	1	"{""x"": 413, ""y"": 101}"		1	"{""x"": 413, ""y"": 101}"	1	"{""x"": 380, ""y"": 125}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 380, ""y"": 125, ""score"": 0.35, ""anchor"": {""x"": 379, ""y"": 125}, ""separation"": 1}, {""x"": 393, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}, {""x"": 394, ""y"": 123, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""303"", ""name"": ""天下第一法"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(413,101)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
304	天下第一道	1	"{""x"": 416, ""y"": 98}"		1	"{""x"": 416, ""y"": 98}"	1	"{""x"": 393, ""y"": 124}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 393, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}, {""x"": 394, ""y"": 123, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}, {""x"": 395, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""304"", ""name"": ""天下第一道"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(416,98)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
305	道观公告	1	"{""x"": 428, ""y"": 98}"		1	"{""x"": 428, ""y"": 98}"	1	"{""x"": 394, ""y"": 123}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-center-notice	"[""NPC/Entry/Region identifies notice/board"", ""town center near service cluster""]"	"[{""x"": 394, ""y"": 123, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}, {""x"": 395, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}, {""x"": 422, ""y"": 102, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""305"", ""name"": ""道观公告"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(428,98)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
306	合成大师	1	"{""x"": 405, ""y"": 115}"		1	"{""x"": 405, ""y"": 115}"	1	"{""x"": 395, ""y"": 124}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 395, ""y"": 124, ""score"": 0.35, ""anchor"": {""x"": 394, ""y"": 124}, ""separation"": 1}, {""x"": 422, ""y"": 102, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}, {""x"": 423, ""y"": 101, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""306"", ""name"": ""合成大师"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(405,115)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
307	活动管理	1	"{""x"": 398, ""y"": 128}"		1	"{""x"": 398, ""y"": 128}"	1	"{""x"": 422, ""y"": 102}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 422, ""y"": 102, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}, {""x"": 423, ""y"": 101, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}, {""x"": 423, ""y"": 103, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""307"", ""name"": ""活动管理"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(398,128)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
308	沙城管家	1	"{""x"": 394, ""y"": 124}"		1	"{""x"": 394, ""y"": 124}"	1	"{""x"": 423, ""y"": 101}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 423, ""y"": 101, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}, {""x"": 423, ""y"": 103, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}, {""x"": 424, ""y"": 102, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""308"", ""name"": ""沙城管家"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(394,124)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
309	化废为宝	1	"{""x"": 403, ""y"": 133}"		1	"{""x"": 403, ""y"": 133}"	1	"{""x"": 423, ""y"": 103}"	hero-kill-extra	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 423, ""y"": 103, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}, {""x"": 424, ""y"": 102, ""score"": 0.35, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 1}, {""x"": 423, ""y"": 104, ""score"": 0.7, ""anchor"": {""x"": 423, ""y"": 102}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 171, ""y"": 192}, {""x"": 423, ""y"": 102}, {""x"": 168, ""y"": 182}, {""x"": 182, ""y"": 159}, {""x"": 173, ""y"": 130}, {""x"": 177, ""y"": 297}, {""x"": 178, ""y"": 150}, {""x"": 394, ""y"": 124}, {""x"": 379, ""y"": 125}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""309"", ""name"": ""化废为宝"", ""method"": ""B-英雄杀(已在位)"", ""old"": ""1(403,133)"", ""new"": ""-"", ""note"": ""yxs一致"", ""source"": ""-"", ""remark"": """"}"
